city,date,fare,ride_id
Josephside,2018-03-07 15:37:39,26.46,5227036767041
Robinsonfurt,2018-02-27 20:04:35,12.43,0794132817765
New Patriciafurt,2018-01-11 20:33:00,18.96,5307379943125
Jonesmouth,2018-01-04 11:01:57,43.61,7487384972766
North Richardshire,2018-03-11 03:39:51,7.57,7059415355536
Piercemouth,2018-03-10 04:07:43,44.18,0237870746688
Davisberg,2018-03-02 06:11:23,31.82,5739003104471
Johnathanburgh,2018-02-15 22:01:21,21.7,5303258421722
Danaville,2018-02-21 21:54:59,41.49,0429640495531
South Michael,2018-01-28 12:14:27,37.81,5493759693824
New Patriciafurt,2018-03-04 12:07:23,43.97,7331778906304
Floresfort,2018-02-01 16:39:10,41.02,9530884589731
Bergermouth,2018-02-16 07:12:06,21.96,3428694208170
Robinsonfurt,2018-02-28 09:28:37,43.8,5881366998409
East Chelseashire,2018-02-09 19:51:12,8.38,3118032747033
Port Ann,2018-01-17 20:48:22,43.62,2022220068651
East Danny,2018-02-02 01:35:06,22.16,5358368554440
Codyport,2018-01-26 18:33:24,30.97,3053573854218
Port Ann,2018-03-11 01:01:30,6.68,4574358699972
Mirandastad,2018-01-08 04:47:26,31.09,4055999614499
Mckenzieville,2018-03-06 11:34:37,6.44,0815655503987
Wardhaven,2018-03-02 02:30:20,22.39,6699395699339
North Josephshire,2018-02-10 08:52:56,15.1,9684111096261
North Katie,2018-01-24 07:46:19,8.99,2371417198788
Karatown,2018-03-17 12:23:44,5.15,4060770773159
Davisberg,2018-03-15 16:02:43,8.12,8987499165989
North Valerie,2018-01-08 20:29:02,19.35,6756813189862
West Shannon,2018-02-25 17:04:16,44.58,8496473311439
Johnathanburgh,2018-03-05 07:45:31,4.01,8293424758943
New Jamesbury,2018-01-29 09:12:04,10.19,5625659578936
Jonesmouth,2018-02-10 15:37:27,9.35,5163651366453
Holmesshire,2018-01-13 06:55:43,14.24,1578463770499
Holmesshire,2018-02-05 22:21:06,4.53,5228095199248
East Joshua,2018-03-05 09:48:24,7.79,4384843157623
East Corey,2018-01-28 07:23:21,23.1,4856638755586
South Michael,2018-02-17 22:41:08,38.14,9350423187514
Floresfort,2018-01-14 06:39:11,5.33,6645282489705
North Katie,2018-01-12 12:09:59,42.31,7980195959310
West Jessicamouth,2018-02-06 05:49:24,10.78,2548784735872
Wardhaven,2018-03-06 20:03:18,17.62,1804248838482
Robinsonfurt,2018-01-15 18:10:32,43.15,9634118421184
Wardhaven,2018-02-17 17:41:12,12.46,7023480405731
West Jessicamouth,2018-01-01 10:29:31,12.48,3452523670340
Jonesmouth,2018-02-10 22:40:38,35.46,8717291255676
Davismouth,2018-02-21 20:42:01,9.55,8512110884224
New Jamesbury,2018-01-19 18:36:32,26.87,1224487539658
Davidbury,2018-01-23 02:22:57,13.57,1402888773134
Lake Derek,2018-02-26 20:14:18,13.73,3856346586152
Markchester,2018-03-16 15:39:51,38.16,5766384123760
Thompsonbury,2018-02-28 14:40:00,43.94,6169082012258
Holmesshire,2018-01-28 15:59:04,34.88,0956311898617
Port Jennifer,2018-02-12 18:40:49,15.41,4653249441958
Davismouth,2018-01-30 05:36:41,12.22,6770836514913
Brucefurt,2018-03-12 05:23:50,29.86,4421017799507
New Julieborough,2018-02-21 04:58:49,29.12,4285103452031
Port Ann,2018-01-04 03:22:10,7.62,4380450806213
East Danny,2018-01-21 09:59:25,25.41,6437694632967
South Melissa,2018-02-27 14:50:54,7.91,2931134242531
North Richardshire,2018-01-22 19:33:49,36.69,0498486906082
New Julieborough,2018-01-01 23:11:53,5.48,1448696508087
North Carlos,2018-02-25 01:18:36,24.64,1729224588659
Lake Derek,2018-03-10 19:57:05,10.09,9809805167694
Mckenzieville,2018-02-05 15:46:13,40.8,0443744676344
East Bonnieberg,2018-01-27 22:25:32,30.2,4434595673152
Port Ann,2018-01-01 10:59:21,9.94,8731540510613
New Cynthiaport,2018-03-05 23:39:46,40.97,4000345388265
Port Ann,2018-03-02 04:47:49,6.07,6669746526997
New Jamesbury,2018-02-27 08:17:55,20.71,6873200660787
Davisberg,2018-03-03 10:32:57,32.82,4622381886286
Davisberg,2018-03-11 16:24:07,34.88,5216107370662
South Jose,2018-03-15 15:23:12,27.69,9591529191948
Wardhaven,2018-01-18 09:48:49,41.35,7989778781423
Danaville,2018-02-10 01:02:13,8.81,8917349954166
Port Jennytown,2018-02-07 20:07:39,36.97,4979392063343
Floresfort,2018-01-13 23:46:44,43.27,6687574911594
Davismouth,2018-02-24 19:16:03,25.59,4980934247640
North Katie,2018-01-21 09:40:04,33.61,8752179218640
South Jose,2018-01-11 12:23:13,35.76,6832226621394
New Julieborough,2018-02-02 14:51:37,41.99,0704673391426
Mackshire,2018-03-11 04:40:39,42.56,3844630014269
South Tylerbury,2018-01-14 16:02:10,14.87,7966344516962
Port Kathleenburgh,2018-01-05 18:44:32,39.59,1164022432900
Davidbury,2018-03-05 17:57:52,14.31,5917359967647
Mackshire,2018-02-24 07:29:56,32.84,5942293149583
Wardhaven,2018-03-10 22:10:01,32.28,6330292699700
East Danny,2018-01-09 14:12:06,33.03,7245930589680
Port Jennytown,2018-01-09 11:42:39,15.01,9707813702015
South Tylerbury,2018-02-04 02:33:00,16.71,0461065139560
West Shannon,2018-02-03 23:07:22,11.11,0802127319191
East Joshua,2018-01-17 00:14:38,41.1,8531548775829
New Davidbury,2018-02-27 04:12:44,22.73,2583314384441
Curtishaven,2018-01-09 07:03:41,11.74,5759866821483
Mckenzieville,2018-01-03 22:39:42,7.53,6393088510108
Port Jennifer,2018-01-13 19:35:57,23.52,4330219798099
Port Michelle,2018-03-17 09:10:59,39.59,9772983722538
Nicoleport,2018-02-27 17:53:35,13.4,6513207827720
East Richard,2018-01-31 05:48:23,39.45,8761164548358
East Richard,2018-01-13 17:12:28,28.46,7502405746536
North Josephshire,2018-01-20 16:08:17,6.94,3224284290613
New Julieborough,2018-02-16 15:21:58,21.23,1171309842307
Bergermouth,2018-02-03 05:42:03,5.12,7179118027759
South Michael,2018-03-05 13:45:59,36.32,2034063962690
South Robinmouth,2018-01-08 08:45:29,21.67,8485608247729
Mackshire,2018-02-19 07:04:35,25.29,6955486596759
Lake Adambury,2018-03-04 00:34:17,42.74,9674509233682
North Katie,2018-03-10 07:01:59,36.25,7405683032592
West Laurenshire,2018-01-18 10:24:00,29.27,0214866544350
West Janetstad,2018-02-04 11:59:25,21.43,3793923374811
Port Kathleenburgh,2018-02-07 23:36:05,17.39,4766723812219
Port Michelle,2018-01-23 04:47:46,42.02,6673619188496
South Melissa,2018-01-03 22:24:46,44.83,9261938175524
North Carlos,2018-02-19 07:32:54,11.84,8432204531493
Davidville,2018-01-05 17:40:45,30.84,1709186533249
Lake Derek,2018-02-06 02:56:30,7.12,0230345843196
Robinsonfurt,2018-01-26 11:52:54,19.86,3642528453257
Lake Denisebury,2018-01-15 08:37:28,7.51,9704305342278
Danaville,2018-02-12 23:18:57,6.05,9486417031577
Thompsonbury,2018-02-09 19:53:37,43.5,0915791014795
North Richardshire,2018-01-12 23:48:25,35.21,3760365929077
South Robinmouth,2018-01-20 02:01:09,11.42,7157374366928
Floresfort,2018-02-07 18:30:39,28.23,0819613183396
Thompsonbury,2018-01-16 13:51:38,21.0,3645195657188
Port Jennifer,2018-02-06 10:50:11,20.22,0020058297450
North Elaineberg,2018-02-09 05:01:47,6.59,0401823716626
Karatown,2018-03-15 04:24:40,24.3,7611980729473
Brendamouth,2018-02-27 02:29:09,42.24,8426645132609
East Richard,2018-03-13 18:01:18,22.33,4903661893195
South Melissa,2018-02-07 11:12:58,29.44,7033357272601
North Carlos,2018-01-30 20:47:05,7.94,8917175331582
Lake Denisebury,2018-01-11 22:08:12,34.73,0802053096470
Port Jennifer,2018-03-17 03:32:40,25.67,9552892162638
Port Jennifer,2018-03-02 20:17:15,24.24,1582541941657
West Shannon,2018-01-17 07:26:01,34.71,3189613135242
Kirktown,2018-01-13 13:54:04,39.22,1424432370712
Markchester,2018-03-02 03:37:24,36.83,5311858334427
North Katie,2018-02-12 03:30:17,9.81,3358398293946
Davisberg,2018-01-19 16:24:47,24.58,3768900757161
Piercemouth,2018-02-18 03:46:50,30.41,2396705655644
Curtishaven,2018-03-17 09:16:34,16.09,1353601586930
Lake Derek,2018-02-19 00:48:23,31.69,0544908442703
Floresfort,2018-01-31 15:11:39,40.77,6169251946049
South Tylerbury,2018-02-24 08:06:33,28.82,1692106562606
North Elaineberg,2018-01-23 00:54:16,8.5,2880367829456
Wardhaven,2018-01-09 08:11:41,40.55,7978556193343
Port Ann,2018-01-07 02:51:07,36.18,6412655907445
Davidbury,2018-03-05 07:39:21,37.63,3936077982543
Karatown,2018-01-18 20:45:10,35.1,5127479775736
New Cynthiaport,2018-01-08 05:24:17,21.2,3509987358311
Lake Denisebury,2018-02-13 16:13:53,7.56,0623293021318
Danaville,2018-03-17 23:40:53,4.46,8839703972619
Brucefurt,2018-01-28 15:16:44,25.35,3286226122147
South Robinmouth,2018-01-28 19:47:55,42.09,1059686034310
Nicoleport,2018-01-26 10:32:04,23.29,1178704522933
Port Jennifer,2018-02-24 06:31:15,37.01,0507620459268
Holmesshire,2018-01-15 01:14:38,6.16,1459539464477
East Bonnieberg,2018-01-08 19:55:58,18.9,8358693926384
West Shannon,2018-02-01 06:18:04,27.62,3908696826034
West Shannon,2018-02-03 13:43:20,31.44,6164401753843
Fuentesshire,2018-01-07 23:30:38,21.74,2046418081406
East Bonnieberg,2018-01-08 04:45:35,17.41,1148390488646
Davidville,2018-01-27 08:15:10,42.37,2281567255197
North Elaineberg,2018-01-18 04:34:09,31.55,8105772535254
Mackshire,2018-03-18 13:53:19,24.02,3523275308420
East Chelseashire,2018-01-22 13:58:50,41.34,9765673962437
Cartertown,2018-03-03 06:31:29,25.88,9208912295571
New Christopher,2018-03-10 15:05:55,43.65,1051724134716
Holmesshire,2018-03-10 07:13:06,5.43,4431065947195
Nicoleport,2018-02-01 16:39:46,29.28,7277652537083
South Michael,2018-03-17 02:38:05,26.46,1032876405411
East Chelseashire,2018-01-09 06:49:14,13.38,3763882647813
North Elaineberg,2018-01-01 17:05:01,41.12,5941847498412
East Joshua,2018-02-07 21:56:46,4.94,8146894790107
East Chelseashire,2018-01-02 13:54:20,44.78,1194676759160
Nicoleport,2018-01-04 00:30:28,24.53,7948255090380
Port Michelle,2018-01-27 08:00:08,12.75,4700774980954
South Tylerbury,2018-01-23 01:42:12,14.14,1939655575283
East Danny,2018-02-11 10:19:15,44.31,1531895123677
Thompsonbury,2018-02-23 23:59:36,37.49,1358625927820
Danaville,2018-03-18 18:14:12,44.9,3785066460216
Brendamouth,2018-01-21 14:03:12,28.47,5170899630796
North Josephshire,2018-03-02 05:04:51,41.98,8795381059793
East Danny,2018-01-03 06:34:34,23.33,1812986143584
Mirandastad,2018-03-01 22:40:29,29.22,6938071242873
Mackshire,2018-03-04 19:38:33,7.57,5054754276322
West Shannon,2018-03-09 04:44:53,39.42,0292318613489
Port Kathleenburgh,2018-01-03 22:58:56,40.68,9516128028969
Floresfort,2018-01-21 10:17:52,4.18,4331274884703
East Joshua,2018-01-02 00:34:38,42.24,6671647740082
East Corey,2018-02-18 22:29:49,6.5,5052803726637
Holmesshire,2018-01-30 04:28:16,26.02,3626284612912
North Elaineberg,2018-03-08 19:51:52,42.1,3291995410845
Lake Adambury,2018-03-13 14:39:34,37.62,1406373854001
Cartertown,2018-01-25 19:08:56,15.68,8268523787446
Kirktown,2018-01-22 16:39:59,21.99,1892090061882
East Bonnieberg,2018-01-18 05:21:02,4.53,9287232654527
New Patriciafurt,2018-01-12 15:46:15,25.77,6157558486177
Bergermouth,2018-01-16 11:09:52,37.98,4007522666437
South Melissa,2018-02-12 21:13:40,4.15,2006359072642
South Jose,2018-03-09 02:44:52,43.47,5295631337754
North Katie,2018-02-01 19:50:55,10.76,7246277218363
Thompsonbury,2018-02-16 01:02:14,32.28,9896041830918
Mackshire,2018-02-09 12:43:37,44.0,7644309902936
East Chelseashire,2018-01-05 05:37:25,32.04,9057570583298
West Shannon,2018-03-03 15:58:57,43.24,5393639768140
Nicoleport,2018-02-12 09:43:09,35.91,6202553576078
North Valerie,2018-02-21 10:34:28,20.98,6750598917597
South Melissa,2018-03-07 02:57:23,36.89,8126443422765
Port Tracychester,2018-01-31 21:26:59,4.83,8627910507584
Wardhaven,2018-01-21 09:47:50,29.53,8295547540948
Bergermouth,2018-02-01 18:44:01,28.77,0003522510064
Lake Derek,2018-03-14 14:55:19,35.03,0123402577571
South Michael,2018-01-22 14:15:04,18.91,1762624617949
Bergermouth,2018-02-09 03:23:01,27.25,1178892328577
East Chelseashire,2018-03-03 00:17:28,14.57,4305238014833
Kirktown,2018-02-21 13:11:29,45.0,2459661565133
North Elaineberg,2018-01-05 03:26:14,26.77,1479793609681
Curtishaven,2018-03-10 08:16:26,40.51,4177623808156
Floresfort,2018-03-07 17:23:14,23.47,9338524601955
New Jamesbury,2018-03-13 19:49:17,36.34,4613844276928
Port Jennytown,2018-03-11 05:38:59,20.66,7634523174974
Karatown,2018-01-25 10:18:42,7.44,2290421595317
Jonesmouth,2018-02-18 01:54:27,17.78,6851092427268
Mckenzieville,2018-02-24 09:56:08,43.49,4636129809635
Brucefurt,2018-02-15 17:05:45,34.22,9981077767564
West Shannon,2018-01-06 21:13:37,41.48,1659639736829
Curtishaven,2018-01-16 17:23:50,11.56,2331411085750
Lake Adambury,2018-01-26 15:35:15,38.55,4287853261710
Kirktown,2018-01-30 04:07:40,30.08,5076294677933
West Shannon,2018-01-28 02:51:43,39.01,9578839579949
New Davidbury,2018-02-25 10:02:37,40.79,1986901313496
Port Jennytown,2018-01-03 03:52:44,23.47,4264623202890
Codyport,2018-02-17 18:54:15,32.48,5777225754326
West Janetstad,2018-02-11 14:15:21,41.94,0189361447669
North Carlos,2018-01-26 09:46:25,39.15,1597992824350
New Christopher,2018-02-11 04:22:33,12.83,9351254451676
West Shannon,2018-03-10 12:56:03,14.16,5620723476880
Davismouth,2018-01-21 23:29:49,14.08,4437040695075
Johnathanburgh,2018-02-20 01:58:55,6.6,8345031744885
Piercemouth,2018-01-15 21:18:11,15.94,1275217963564
New Davidbury,2018-02-23 04:40:51,33.5,0103241198175
Brucefurt,2018-02-14 08:33:19,42.38,0645258153902
Robinsonfurt,2018-01-23 05:11:15,43.98,3097394523564
Mirandastad,2018-02-08 16:10:09,21.21,2004093452171
South Michael,2018-01-26 20:24:01,36.96,5092564078231
Nicoleport,2018-02-02 00:22:50,17.62,4713123864225
Lake Derek,2018-02-06 08:55:35,43.48,7474211747918
Wardhaven,2018-02-15 16:50:03,18.93,3705503646164
Wardhaven,2018-02-14 14:27:27,38.14,0027353645221
Lake Derek,2018-02-01 16:52:16,43.29,7575315159697
New Davidbury,2018-01-29 05:29:39,32.95,2697462745297
Josephside,2018-01-24 01:21:40,14.72,2430300786645
Bergermouth,2018-03-14 20:18:34,4.88,1120867778719
East Chelseashire,2018-01-30 11:47:56,31.52,3257479009998
Robinsonfurt,2018-01-04 12:22:19,5.55,0386958074806
North Josephshire,2018-02-14 06:38:53,29.67,9990347565328
South Michael,2018-02-19 17:24:18,41.74,0464331640791
West Carmen,2018-02-24 03:51:31,32.52,1827095668750
Curtishaven,2018-03-07 01:22:26,13.83,5757834405956
Jonesmouth,2018-01-13 18:09:22,35.95,8356890855797
Port Tracychester,2018-01-20 02:06:42,11.87,1072769440327
Lake Denisebury,2018-01-02 08:22:21,44.46,5878091238825
Bergermouth,2018-02-09 13:41:14,24.26,9784295190639
North Katie,2018-03-02 08:32:42,20.36,5167810456276
Davidbury,2018-02-23 06:07:44,9.88,7487272497180
South Robinmouth,2018-01-03 11:09:15,37.32,2676670310572
Port Tracychester,2018-01-05 06:49:26,34.39,2981363005759
Davisberg,2018-01-31 06:05:39,13.42,2015313805646
New Julieborough,2018-01-16 04:31:33,40.84,6627447123136
Davismouth,2018-03-02 01:30:36,10.7,9512280553592
East Richard,2018-03-11 01:25:49,24.34,0304889039039
Lake Derek,2018-02-13 10:38:29,31.19,6300718987759
Holmesshire,2018-02-15 16:48:26,15.69,4331696758446
South Michael,2018-02-24 14:20:38,19.86,3920364036194
Lake Denisebury,2018-02-20 03:33:06,20.16,7297263970734
Davisberg,2018-01-11 12:22:06,29.11,9922224613297
West Janetstad,2018-02-16 07:20:33,37.44,9493270370705
Nicoleport,2018-02-01 14:37:20,27.89,7462758496529
East Danny,2018-02-24 07:15:36,36.64,0370100498428
Jonesmouth,2018-03-07 08:05:22,36.65,2771408247462
South Tylerbury,2018-02-15 17:23:40,23.32,4916697728072
South Tylerbury,2018-03-09 17:24:26,6.25,1325978168484
Mackshire,2018-01-28 18:58:34,27.16,7851661848431
North Valerie,2018-01-06 00:28:02,42.73,3587703110269
Johnathanburgh,2018-02-10 09:27:44,25.37,7817075771291
Davidville,2018-01-03 05:19:54,10.55,8603799616500
Kirktown,2018-02-27 08:02:04,17.25,3060844420171
North Elaineberg,2018-03-06 09:27:42,36.19,4345617693648
Piercemouth,2018-02-14 23:03:34,7.52,1777883090921
North Carlos,2018-03-02 13:09:18,36.83,7743399050753
East Danny,2018-02-08 17:39:58,17.75,7766049205792
Fuentesshire,2018-03-13 07:56:57,25.02,3954806555486
South Melissa,2018-01-12 21:33:37,12.33,0140029719665
New Christopher,2018-02-03 01:25:30,16.85,2409955365161
Mckenzieville,2018-02-15 15:00:13,43.88,4181396886013
East Bonnieberg,2018-02-01 20:18:55,32.06,8594773079414
Lake Denisebury,2018-02-19 05:00:07,17.06,7228871901407
West Janetstad,2018-01-05 06:47:07,41.91,3678858946077
Port Michelle,2018-02-16 22:28:48,23.7,7515455742854
New Cynthiaport,2018-02-14 15:28:00,25.59,1927663872531
Davidbury,2018-02-13 13:31:35,18.12,4007716755893
Port Ann,2018-02-06 20:12:37,27.22,4939423854432
Davisberg,2018-02-02 22:24:14,8.12,1839679149098
East Joshua,2018-02-17 14:53:40,22.27,6074375936824
Port Tracychester,2018-01-01 21:11:28,10.45,5834575834150
Brucefurt,2018-02-25 21:10:37,35.97,3085052745830
Nicoleport,2018-02-03 07:11:07,16.42,7153138068138
Jonesmouth,2018-01-27 07:26:14,29.92,5090439662066
West Carmen,2018-01-31 03:45:23,19.22,9166650374456
Port Tracychester,2018-02-14 16:19:53,26.96,9176736965966
West Janetstad,2018-01-24 15:45:41,15.23,6113514986129
Fuentesshire,2018-03-02 17:44:20,38.29,9549808780543
Karatown,2018-03-12 14:18:44,25.39,8177616831495
Mirandastad,2018-01-12 20:11:33,26.56,1207362948233
New Davidbury,2018-01-17 06:57:25,29.29,4539460324174
New Davidbury,2018-03-06 01:27:13,30.46,3954054800215
East Corey,2018-01-29 11:58:08,26.21,1392168294452
Johnathanburgh,2018-02-11 16:29:07,28.54,6952108762462
Nicoleport,2018-01-01 10:15:28,43.46,9902610174502
Port Kathleenburgh,2018-01-30 11:51:35,20.52,5418610832303
North Valerie,2018-02-15 01:41:13,17.18,5481993523014
South Melissa,2018-03-14 17:57:14,21.9,4324397875192
North Richardshire,2018-01-09 01:25:48,32.72,7447351871416
New Julieborough,2018-01-02 08:33:57,18.59,1756147748211
Port Michelle,2018-01-09 12:38:58,40.78,5308908987955
North Richardshire,2018-01-21 13:52:18,38.34,2589625791244
Cartertown,2018-01-16 13:53:05,21.64,7174010305356
Codyport,2018-03-03 22:56:23,35.82,5115879002842
Port Tracychester,2018-02-27 14:20:23,24.63,8385375291546
Davisberg,2018-03-18 14:20:06,28.12,2514960034442
Brendamouth,2018-01-04 16:06:29,5.36,2052428305722
Piercemouth,2018-02-27 13:03:55,13.17,4489296820411
Cartertown,2018-02-13 06:36:35,27.37,8006558937432
Mackshire,2018-01-07 11:47:42,24.7,9477967317648
East Danny,2018-03-04 08:30:14,12.38,1231647892195
South Jose,2018-02-03 08:55:16,22.95,9037647714862
East Corey,2018-02-08 18:16:37,20.87,1103905600135
East Corey,2018-03-11 00:32:02,27.84,9372491391679
West Janetstad,2018-02-08 19:21:41,7.25,1411477320628
North Elaineberg,2018-02-24 00:38:37,10.14,1041535879692
Port Jennifer,2018-02-12 12:45:30,20.34,0889467486219
Port Kathleenburgh,2018-01-17 11:12:21,13.73,3398905937314
Port Ann,2018-01-12 01:21:29,19.98,7118998730175
South Melissa,2018-01-18 10:36:40,9.42,1697779515010
Fuentesshire,2018-01-19 07:18:07,19.45,7729301889734
New Patriciafurt,2018-03-01 04:16:41,24.76,5983082207480
Josephside,2018-01-31 09:51:07,32.67,7880323134155
Holmesshire,2018-03-08 09:09:05,18.75,1922371217247
South Robinmouth,2018-01-01 10:56:44,18.9,6101713026227
South Melissa,2018-02-16 02:01:15,25.11,3554540414003
East Chelseashire,2018-02-11 11:59:46,10.28,9877582150192
Mackshire,2018-01-08 05:33:52,23.09,3641424668482
Thompsonbury,2018-02-07 07:43:40,10.65,7909089394006
Port Tracychester,2018-03-04 06:27:12,8.7,2578916523046
New Patriciafurt,2018-01-29 07:22:39,40.36,9254934031581
Robinsonfurt,2018-01-26 02:24:06,18.88,0482821640038
West Shannon,2018-01-17 14:53:47,31.4,9312582903046
Codyport,2018-02-05 13:54:46,35.09,7695210471219
Davidbury,2018-02-17 07:41:21,31.74,5118669894696
Port Jennytown,2018-02-24 03:00:58,33.42,9221188628959
Cartertown,2018-02-19 12:25:34,18.1,3511805187638
West Shannon,2018-02-01 07:55:10,30.35,5295147805839
Robinsonfurt,2018-02-15 17:52:49,7.12,1105219438978
Markchester,2018-02-12 12:38:55,21.14,0141297492861
Mckenzieville,2018-02-05 08:27:22,38.84,6258283457897
East Corey,2018-02-16 19:33:39,12.76,0467271382479
West Carmen,2018-03-14 20:57:21,20.67,4334240631554
Port Tracychester,2018-01-20 16:15:52,25.2,6016274392899
East Chelseashire,2018-01-14 02:53:12,36.72,9275163373150
Lake Derek,2018-02-28 02:30:49,30.8,7055734275562
Curtishaven,2018-01-23 19:29:04,23.33,6683830944252
West Laurenshire,2018-01-18 10:25:36,21.76,2504455785362
Davisberg,2018-01-19 03:10:05,33.16,4765100897924
South Tylerbury,2018-01-19 20:48:18,17.97,1152449915649
Bergermouth,2018-02-03 11:21:54,43.43,0791937005267
North Katie,2018-01-21 03:12:00,9.33,6862224524793
Davidville,2018-03-03 01:34:32,31.23,3315623023037
Davidville,2018-01-12 00:42:04,18.86,8612248078097
Port Jennifer,2018-03-05 16:40:28,35.71,2415137416484
Jonesmouth,2018-01-13 09:31:55,21.29,9581715160612
Brendamouth,2018-03-11 09:12:21,35.07,0326392268454
North Richardshire,2018-03-07 22:55:49,18.34,6190493822624
South Tylerbury,2018-01-12 04:00:18,5.89,0677478307377
Danaville,2018-03-09 09:50:31,18.67,7680350077902
South Robinmouth,2018-02-13 05:47:44,32.95,2698545234578
East Richard,2018-03-06 01:57:47,30.24,1496798081724
East Richard,2018-01-28 08:01:48,25.15,3080609139254
North Katie,2018-01-29 04:36:05,21.37,3807390041005
South Melissa,2018-02-19 07:06:58,23.4,0778391740361
East Richard,2018-02-03 21:01:26,40.35,5784523876933
South Robinmouth,2018-01-23 17:18:18,18.17,6895704434596
South Jose,2018-01-14 16:32:13,7.79,1816377914708
Karatown,2018-03-18 22:01:14,11.32,1855373056333
West Laurenshire,2018-03-04 19:40:42,14.52,3773885906855
West Carmen,2018-02-20 06:50:36,32.87,9823408385699
Floresfort,2018-02-12 13:44:29,38.13,7177248721882
Wardhaven,2018-01-02 05:18:57,22.69,4708265333029
New Julieborough,2018-01-14 22:56:53,17.59,0247144930620
Brucefurt,2018-01-10 17:59:13,34.55,4007989934605
North Josephshire,2018-02-25 21:56:18,29.31,6461633346769
North Katie,2018-01-09 17:11:27,16.37,5004192773198
Thompsonbury,2018-03-16 03:18:17,37.87,9578578031722
North Richardshire,2018-01-13 14:48:29,13.05,9885055197421
East Chelseashire,2018-02-16 02:55:23,38.08,1034232842953
North Richardshire,2018-02-04 16:45:10,30.92,4314465446393
Brendamouth,2018-02-11 09:37:00,23.62,2996485258709
Wardhaven,2018-03-04 20:22:50,39.37,8727901581545
Karatown,2018-01-08 10:46:29,21.22,2973774524134
East Chelseashire,2018-02-19 22:29:59,19.03,6903306481389
Josephside,2018-01-07 05:46:27,32.82,7493811808911
Jonesmouth,2018-02-18 14:55:43,35.39,4736153420209
East Richard,2018-02-20 14:22:01,7.31,7328675311157
Johnathanburgh,2018-02-20 04:50:25,8.25,6215604856388
Nicoleport,2018-02-16 20:26:39,33.22,7073249309220
South Tylerbury,2018-02-11 08:05:40,32.61,2791893269244
North Carlos,2018-01-04 19:21:23,32.77,2708317868235
Codyport,2018-03-04 03:39:03,13.52,9082723465251
Robinsonfurt,2018-01-15 02:17:56,43.72,1055518339691
Port Kathleenburgh,2018-02-11 06:46:24,10.36,8688910581318
South Jose,2018-01-31 15:13:39,15.89,6218565822225
South Robinmouth,2018-01-30 19:30:36,21.87,2647903814600
West Janetstad,2018-02-18 06:13:45,37.1,0728552190269
Karatown,2018-02-11 00:39:13,43.97,6153376868041
Nicoleport,2018-03-08 19:21:59,22.55,1959162358483
North Valerie,2018-01-30 04:44:42,7.93,7026887318185
West Laurenshire,2018-01-31 08:21:52,39.36,8548270227649
Piercemouth,2018-01-08 06:34:41,5.48,1728027321142
Kirktown,2018-01-04 20:07:14,28.68,1561722122610
East Bonnieberg,2018-01-02 05:00:35,43.29,2548279818820
New Patriciafurt,2018-02-01 18:14:54,37.95,8308995383279
Piercemouth,2018-01-12 23:55:31,31.7,2919677405330
West Janetstad,2018-02-25 08:18:59,18.59,0286434842878
Nicoleport,2018-01-28 12:24:24,6.36,9868103185182
Bergermouth,2018-02-01 11:19:44,20.44,5651209693330
North Josephshire,2018-01-16 04:39:55,18.92,3939250476341
Curtishaven,2018-03-02 22:06:54,30.69,3489421956450
Port Tracychester,2018-01-20 18:47:22,11.23,4185177608122
Markchester,2018-02-15 13:35:49,10.26,8402614497429
West Janetstad,2018-03-11 02:06:28,22.32,5937780839030
Fuentesshire,2018-03-13 02:35:14,19.62,4347526567461
Mirandastad,2018-01-11 15:05:03,44.08,7401676028498
Codyport,2018-02-18 04:23:10,40.84,0236597225872
West Shannon,2018-01-30 21:29:29,7.01,3903365378487
Piercemouth,2018-02-08 00:54:51,30.81,3027153403523
North Carlos,2018-01-29 10:45:39,43.66,2908298495356
Port Jennytown,2018-01-25 17:24:49,35.02,5559274770058
South Melissa,2018-03-14 07:19:01,16.01,1107313056072
Josephside,2018-03-02 13:47:41,28.33,0341345178567
Josephside,2018-03-14 23:51:11,31.67,2587219573214
West Carmen,2018-01-13 16:41:18,8.55,2039150260741
Brucefurt,2018-01-19 16:53:37,8.49,2313169028180
Lake Adambury,2018-01-01 08:39:31,7.22,2016612180885
Markchester,2018-01-18 04:50:33,4.76,1170847731609
East Danny,2018-03-11 01:34:15,28.91,0716376173384
South Michael,2018-02-19 05:04:33,36.07,7975818735662
South Tylerbury,2018-02-11 14:51:11,34.51,4876145315684
North Carlos,2018-02-17 12:45:13,41.15,0967183493404
East Corey,2018-01-19 18:27:45,19.77,6113234286004
West Janetstad,2018-03-07 19:54:24,28.22,1575306208881
New Davidbury,2018-02-15 12:55:01,4.47,3113226195621
New Julieborough,2018-03-02 07:54:01,27.17,7506772696722
South Michael,2018-01-07 04:11:39,21.79,9747532780437
New Davidbury,2018-02-16 17:55:16,36.68,1834482467292
Brucefurt,2018-03-06 23:45:14,40.17,0559044836057
East Bonnieberg,2018-02-19 23:53:14,26.1,3504256674079
Lake Denisebury,2018-03-07 11:01:48,18.21,6399280811784
East Richard,2018-03-07 06:18:02,23.14,8350467107555
Brendamouth,2018-01-22 22:23:30,24.21,2196923700610
Karatown,2018-01-03 05:29:57,26.64,3373026480314
